9,050961146898614E-6
1,8747328396349889E-4
0,05128013456904315
0,13314074584487567
0,16799671020685328
3,758623403738488E-4
0,09181421515702565
0,02596620028969385
0,06086396803155706
6,061445084982822E-8
0,1496292584720093
1,1095690679694198E-9
0,35474324845344113
0,0027967033048809454
1,585491824283732E-6
1,1647945036746055E-5
0,06330177507578308
0,465001222341851
6,214165972056704E-7
0,018391709530348768
2,457252862295263E-7
6,842001194775763E-6
1,0147953819415715E-7
6,808470650314933E-7
9,869180173285046E-8
0,44995709846764714
8,555040173140067E-9
0,32152664295190136
1,1916727124463366E-5
3,906070504185551E-5
0,2113449991736185
1,34306581605604E-5
2,777994024305559E-5
0,008018383306068484
0,0015052576180915184
0,024263199962328903
0,26332406055260565
0,01190891581705791
0,3262702212337851
0,011081492920186719
0,15011456681025406
0,07346814395103565
3,7600993102298224E-5
2,282370782253942E-8
0,06900183205498604
0,0021406842206638907
0,4982333268306953
0,22478912156488798
0,37811636322044057
0,08568617853933069
0,3488288123505601
1,8395246579405297E-5
0,4342101168254908
0,012874108520014733
0,17295156834915643
0,018770959936182052
0,017309893361288055
1,0438083371544945E-6
1,1916727124463365E-5
5,2632130567839355E-6
5,4262667886843E-4
5,874636261929779E-10
4,0245064355137916E-5
0,103269514708926
0,33182092927610624
2,741435507378494E-5
0,04295959034469166
0,003896556704247429
3,738371327547254E-5
2,612423625413601E-9
0,054876551245505334
0,26856616346100587
0,2780513262496804
2,5750180682016575E-5
9,234522947982921E-4
0,018755937156715745
0,1979294245978312
2,384940185105615E-5
6,399165227784407E-9
0,16310544816778058
0,05368672797950604
0,08237551942487521
0,17348961074635097
2,6196933376580135E-5
0,007924037220082704
7,507069673461804E-8
8,89712428239415E-6
4,039419218757853E-5
0,04800157904713787
0,35483462285028733
0,43882909687562816
4,574210032135389E-6
5,094485700482793E-6
0,004280326340255618
1,3404207133168365E-6
0,14357751299999513
0,4153919090110243
0,37902858737666295
0,4713552134750589
4,338965979197823E-7
